Entidad_federativa,Municipio,Tipo_de_Fuente,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3,Entidad
Oaxaca,Santo Tomás Jalieza,Fuentes móviles que no circulan por carretera,0.031,0.2849999999999999,0.884,0.068,0.054,0.052,0.0,Oaxaca
Oaxaca,Santo Tomás Jalieza,Fuentes naturales,,,155.475,312.932,,,,Oaxaca
Oaxaca,Santo Tomás Mazaltepec,Fuentes de área,0.343,94.34,3.319,76.41599999999998,15.809,12.223,15.288,Oaxaca
Oaxaca,Santo Tomás Mazaltepec,Fuentes móviles carreteros,0.2829999999999999,55.635,9.871,5.327,0.2089999999999999,0.189,0.1189999999999999,Oaxaca
Oaxaca,Santo Tomás Mazaltepec,Fuentes móviles que no circulan por carretera,0.019,0.1739999999999999,0.54,0.042,0.033,0.032,0.0,Oaxaca
Oaxaca,Santo Tomás Mazaltepec,Fuentes naturales,,,95.666,190.86,,,,Oaxaca
Oaxaca,Santo Tomás Ocotepec,Fuentes de área,0.7339999999999999,206.358,5.457,97.194,32.84,25.883,43.594,Oaxaca
Oaxaca,Santo Tomás Ocotepec,Fuentes móviles carreteros,0.1189999999999999,19.049,5.085,1.634,0.027,0.024,0.038,Oaxaca
Oaxaca,Santo Tomás Ocotepec,Fuentes móviles que no circulan por carretera,0.034,0.31,0.964,0.07399999999999998,0.059,0.057,0.0,Oaxaca
Oaxaca,Santo Tomás Ocotepec,Fuentes naturales,,,413.487,966.381,,,,Oaxaca
Oaxaca,Santo Tomás Tamazulapan,Fuentes de área,0.276,75.623,2.241,41.345,12.976,9.943,12.659,Oaxaca
Oaxaca,Santo Tomás Tamazulapan,Fuentes móviles carreteros,0.231,43.198,8.823,4.253,0.19,0.1719999999999999,0.08699999999999998,Oaxaca
Oaxaca,Santo Tomás Tamazulapan,Fuentes móviles que no circulan por carretera,0.017,0.155,0.4829999999999999,0.037,0.03,0.029,0.0,Oaxaca
Oaxaca,Santo Tomás Tamazulapan,Fuentes naturales,,,230.401,511.974,,,,Oaxaca
Oaxaca,San Vicente Coatlán,Fuentes de área,0.748,204.324,5.892,106.097,34.039,26.573,32.079,Oaxaca
Oaxaca,San Vicente Coatlán,Fuentes móviles carreteros,0.4069999999999999,41.263,15.114,4.434,1.598,1.468,0.08,Oaxaca
Oaxaca,San Vicente Coatlán,Fuentes móviles que no circulan por carretera,0.041,0.38,1.181,0.091,0.072,0.07,0.0,Oaxaca
Oaxaca,San Vicente Coatlán,Fuentes naturales,,,261.323,525.278,,,,Oaxaca
Oaxaca,San Vicente Lachixío,Fuentes de área,0.54,146.514,4.084,73.187,22.881,18.956,32.711,Oaxaca
Oaxaca,San Vicente Lachixío,Fuentes móviles carreteros,0.049,6.491,1.804,0.697,0.129,0.1179999999999999,0.011,Oaxaca
Oaxaca,San Vicente Lachixío,Fuentes móviles que no circulan por carretera,0.019,0.1729999999999999,0.537,0.041,0.033,0.032,0.0,Oaxaca
Oaxaca,San Vicente Lachixío,Fuentes naturales,,,335.506,732.345,,,,Oaxaca
Oaxaca,San Vicente Nuñú,Fuentes de área,0.091,25.79,0.695,13.959,4.433,3.281,7.558,Oaxaca
Oaxaca,San Vicente Nuñú,Fuentes móviles carreteros,0.002,0.3509999999999999,0.07,0.036,0.001,0.001,0.001,Oaxaca
Oaxaca,San Vicente Nuñú,Fuentes móviles que no circulan por carretera,0.004,0.041,0.128,0.01,0.008,0.008,0.0,Oaxaca
Oaxaca,San Vicente Nuñú,Fuentes naturales,,,109.797,471.417,,,,Oaxaca
Oaxaca,Silacayoápam,Fuentes de área,0.795,227.944,6.292,134.042,31.529,27.398,53.68,Oaxaca
Oaxaca,Silacayoápam,Fuentes móviles carreteros,0.5979999999999999,72.902,23.657,7.25,1.645,1.509,0.1429999999999999,Oaxaca
Oaxaca,Silacayoápam,Fuentes móviles que no circulan por carretera,0.013,0.123,0.383,0.029,0.023,0.023,0.0,Oaxaca
Oaxaca,Silacayoápam,Fuentes naturales,,,994.604,10788.258,,,,Oaxaca
Oaxaca,Sitio de Xitlapehua,Fuentes de área,0.165,42.623,1.346,19.842,8.987,6.099,6.82,Oaxaca
Oaxaca,Sitio de Xitlapehua,Fuentes móviles carreteros,0.01,2.232,0.2939999999999999,0.21,0.004,0.003,0.005,Oaxaca
Oaxaca,Sitio de Xitlapehua,Fuentes móviles que no circulan por carretera,0.017,0.16,0.497,0.038,0.03,0.029,0.0,Oaxaca
Oaxaca,Sitio de Xitlapehua,Fuentes naturales,,,119.944,285.855,,,,Oaxaca
Oaxaca,Soledad Etla,Fuentes de área,0.1789999999999999,44.764,2.012,47.345,7.931,6.26,38.929,Oaxaca
Oaxaca,Soledad Etla,Fuentes móviles carreteros,0.906,145.143,35.178,14.32,1.535,1.403,0.2929999999999999,Oaxaca
Oaxaca,Soledad Etla,Fuentes móviles que no circulan por carretera,0.008,0.07399999999999998,0.231,0.018,0.014,0.014,0.0,Oaxaca
Oaxaca,Soledad Etla,Fuentes naturales,,,53.347,108.554,,,,Oaxaca
Oaxaca,Villa de Tamazulápam del Progreso,Fuentes fijas,0.019,0.049,0.124,0.001,0.006,0.004,0.003,Oaxaca
Oaxaca,Villa de Tamazulápam del Progreso,Fuentes de área,0.532,148.182,5.398,121.759,25.659,18.999,37.121,Oaxaca
Oaxaca,Villa de Tamazulápam del Progreso,Fuentes móviles carreteros,0.979,166.717,35.064,16.761,1.819,1.663,0.3459999999999999,Oaxaca
Oaxaca,Villa de Tamazulápam del Progreso,Fuentes móviles que no circulan por carretera,0.025,0.232,0.7209999999999999,0.056,0.044,0.043,0.0,Oaxaca
Oaxaca,Villa de Tamazulápam del Progreso,Fuentes naturales,,,501.402,1464.136,,,,Oaxaca
Oaxaca,Tanetze de Zaragoza,Fuentes de área,0.372,108.305,2.872,57.851,15.088,13.027,23.026,Oaxaca
Oaxaca,Tanetze de Zaragoza,Fuentes móviles carreteros,0.012,2.278,0.456,0.2349999999999999,0.004,0.004,0.004,Oaxaca
Oaxaca,Tanetze de Zaragoza,Fuentes móviles que no circulan por carretera,0.017,0.159,0.4939999999999999,0.038,0.03,0.029,0.0,Oaxaca
Oaxaca,Tanetze de Zaragoza,Fuentes naturales,,,76.89199999999998,177.245,,,,Oaxaca
Oaxaca,Taniche,Fuentes de área,0.194,52.869,1.547,23.735,12.134,9.132,8.979,Oaxaca
Oaxaca,Taniche,Fuentes móviles carreteros,0.025,4.557,0.912,0.47,0.008,0.007,0.007,Oaxaca
Oaxaca,Taniche,Fuentes móviles que no circulan por carretera,0.016,0.1429999999999999,0.444,0.034,0.027,0.026,0.0,Oaxaca
Oaxaca,Taniche,Fuentes naturales,,,55.39,112.777,,,,Oaxaca
Oaxaca,Tataltepec de Valdés,Fuentes de área,6.878,933.285,27.086,201.456,110.284,92.111,61.773,Oaxaca
Oaxaca,Tataltepec de Valdés,Fuentes móviles carreteros,0.051,6.675,1.886,0.7029999999999998,0.129,0.1179999999999999,0.012,Oaxaca
Oaxaca,Tataltepec de Valdés,Fuentes móviles que no circulan por carretera,0.072,0.664,2.063,0.159,0.126,0.122,0.001,Oaxaca
Oaxaca,Tataltepec de Valdés,Fuentes naturales,,,366.075,3997.576,,,,Oaxaca
Oaxaca,Teococuilco de Marcos Pérez,Fuentes de área,0.185,53.126,1.483,30.37,7.471,6.437,4.053,Oaxaca
Oaxaca,Teococuilco de Marcos Pérez,Fuentes móviles carreteros,0.215,25.057,7.831,2.686,0.751,0.689,0.045,Oaxaca
Oaxaca,Teococuilco de Marcos Pérez,Fuentes móviles que no circulan por carretera,0.004,0.039,0.123,0.008999999999999998,0.007,0.007,0.0,Oaxaca
Oaxaca,Teococuilco de Marcos Pérez,Fuentes naturales,,,154.929,622.46,,,,Oaxaca
Oaxaca,Teotitlán de Flores Magón,Fuentes de área,0.85,184.612,6.073,155.817,25.854,23.081,297.765,Oaxaca
Oaxaca,Teotitlán de Flores Magón,Fuentes móviles carreteros,1.342,238.153,48.457,24.009,2.228,2.035,0.499,Oaxaca
Oaxaca,Teotitlán de Flores Magón,Fuentes móviles que no circulan por carretera,0.051,0.539,4.544,0.185,0.128,0.116,0.0,Oaxaca
Oaxaca,Teotitlán de Flores Magón,Fuentes naturales,,,137.932,3325.903,,,,Oaxaca
Oaxaca,Teotitlán del Valle,Fuentes de área,0.4879999999999999,135.409,5.98,185.167,20.034,16.838,22.099,Oaxaca
Oaxaca,Teotitlán del Valle,Fuentes móviles carreteros,1.16,180.063,43.284,19.099,2.745,2.514,0.337,Oaxaca
Oaxaca,Teotitlán del Valle,Fuentes móviles que no circulan por carretera,0.015,0.135,0.4209999999999999,0.032,0.026,0.025,0.0,Oaxaca
Oaxaca,Teotitlán del Valle,Fuentes naturales,,,196.78,450.011,,,,Oaxaca
Oaxaca,Teotongo,Fuentes de área,0.157,45.372,1.247,26.421,7.559,5.66,12.923,Oaxaca
Oaxaca,Teotongo,Fuentes móviles carreteros,0.049,10.118,2.044,1.118,0.02,0.017,0.017,Oaxaca
Oaxaca,Teotongo,Fuentes móviles que no circulan por carretera,0.007,0.061,0.189,0.015,0.012,0.011,0.0,Oaxaca
Oaxaca,Teotongo,Fuentes naturales,,,354.867,833.8039999999999,,,,Oaxaca
Oaxaca,Tepelmeme Villa de Morelos,Fuentes de área,0.2819999999999999,74.486,2.167,46.128,17.574,10.274,31.787,Oaxaca
Oaxaca,Tepelmeme Villa de Morelos,Fuentes móviles carreteros,0.021,3.856,0.772,0.398,0.007,0.006,0.006,Oaxaca
Oaxaca,Tepelmeme Villa de Morelos,Fuentes móviles que no circulan por carretera,0.02,0.182,0.565,0.044,0.035,0.033,0.0,Oaxaca
Oaxaca,Tepelmeme Villa de Morelos,Fuentes naturales,,,1344.3,9329.546,,,,Oaxaca
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Fuentes de área,1.875,525.625,14.828,273.805,78.29699999999998,65.098,67.261,Oaxaca
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Fuentes móviles carreteros,1.243,139.253,50.834,14.233,3.528,3.238,0.275,Oaxaca
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Fuentes móviles que no circulan por carretera,0.049,0.453,1.408,0.108,0.08599999999999998,0.084,0.0,Oaxaca
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Fuentes naturales,,,991.446,6750.674,,,,Oaxaca
Oaxaca,San Jerónimo Tlacochahuaya,Fuentes de área,0.48,135.294,4.37,118.958,22.357,17.173,42.307,Oaxaca
Oaxaca,San Jerónimo Tlacochahuaya,Fuentes móviles carreteros,0.876,135.095,33.539,13.541,1.756,1.607,0.271,Oaxaca
Oaxaca,San Jerónimo Tlacochahuaya,Fuentes móviles que no circulan por carretera,0.015,0.14,0.435,0.034,0.027,0.026,0.0,Oaxaca
Oaxaca,San Jerónimo Tlacochahuaya,Fuentes naturales,,,172.357,542.426,,,,Oaxaca
Oaxaca,Tlacolula de Matamoros,Fuentes fijas,0.08799999999999998,4.71,18.841,0.188,0.942,0.2359999999999999,0.754,Oaxaca
Oaxaca,Tlacolula de Matamoros,Fuentes de área,2.016,547.93,19.079,336.272,158.611,137.606,81.80299999999998,Oaxaca
Oaxaca,Tlacolula de Matamoros,Fuentes móviles carreteros,5.966,911.59,204.12,90.518,14.567,13.347,1.94,Oaxaca
Oaxaca,Tlacolula de Matamoros,Fuentes móviles que no circulan por carretera,0.1409999999999999,1.429,10.312,0.456,0.323,0.2979999999999999,0.001,Oaxaca
Oaxaca,Tlacolula de Matamoros,Fuentes naturales,,,522.217,2729.334,,,,Oaxaca
Oaxaca,Tlacotepec Plumas,Fuentes de área,0.1019999999999999,28.44,0.82,17.481,5.873,3.776,9.643,Oaxaca
Oaxaca,Tlacotepec Plumas,Fuentes móviles carreteros,0.001,0.1749999999999999,0.035,0.018,0.0,0.0,0.0,Oaxaca
Oaxaca,Tlacotepec Plumas,Fuentes móviles que no circulan por carretera,0.006,0.055,0.1719999999999999,0.013,0.01,0.01,0.0,Oaxaca
Oaxaca,Tlacotepec Plumas,Fuentes naturales,,,173.348,396.891,,,,Oaxaca
Oaxaca,Tlalixtac de Cabrera,Fuentes fijas,0.0,0.065,0.114,0.0,0.006,0.0,0.0,Oaxaca
Oaxaca,Tlalixtac de Cabrera,Fuentes de área,0.953,248.725,13.946,213.004,45.373,40.066,32.606,Oaxaca
Oaxaca,Tlalixtac de Cabrera,Fuentes móviles carreteros,4.24,604.795,152.361,62.727,11.499,10.541,1.204,Oaxaca
Oaxaca,Tlalixtac de Cabrera,Fuentes móviles que no circulan por carretera,0.071,0.749,6.561,0.261,0.1789999999999999,0.163,0.0,Oaxaca
Oaxaca,Tlalixtac de Cabrera,Fuentes naturales,,,112.385,1918.264,,,,Oaxaca
Oaxaca,Totontepec Villa de Morelos,Fuentes de área,1.08,297.259,8.098,143.552,44.487,37.05,50.375,Oaxaca
Oaxaca,Totontepec Villa de Morelos,Fuentes móviles carreteros,0.096,13.985,3.821,1.317,0.139,0.127,0.028,Oaxaca
Oaxaca,Totontepec Villa de Morelos,Fuentes móviles que no circulan por carretera,0.043,0.394,1.223,0.094,0.07499999999999998,0.07299999999999998,0.0,Oaxaca
Oaxaca,Totontepec Villa de Morelos,Fuentes naturales,,,173.757,10648.728,,,,Oaxaca
Oaxaca,Trinidad Zaachila,Fuentes de área,0.454,126.554,3.603,65.696,21.717,16.373,32.54,Oaxaca
Oaxaca,Trinidad Zaachila,Fuentes móviles carreteros,0.4,68.456,15.5,6.239,0.343,0.312,0.14,Oaxaca
Oaxaca,Trinidad Zaachila,Fuentes móviles que no circulan por carretera,0.027,0.25,0.777,0.06,0.047,0.046,0.0,Oaxaca
Oaxaca,Trinidad Zaachila,Fuentes naturales,,,103.76,211.295,,,,Oaxaca
Oaxaca,La Trinidad Vista Hermosa,Fuentes de área,0.04,11.336,0.3059999999999999,7.044,2.079,1.453,4.52,Oaxaca
Oaxaca,La Trinidad Vista Hermosa,Fuentes móviles carreteros,0.005,0.876,0.1749999999999999,0.09,0.002,0.001,0.001,Oaxaca
Oaxaca,La Trinidad Vista Hermosa,Fuentes móviles que no circulan por carretera,0.002,0.018,0.057,0.004,0.003,0.003,0.0,Oaxaca
Oaxaca,La Trinidad Vista Hermosa,Fuentes naturales,,,71.815,168.007,,,,Oaxaca
Oaxaca,Unión Hidalgo,Fuentes de área,1.178,298.872,9.987,225.651,59.024,42.702,38.736,Oaxaca
Oaxaca,Unión Hidalgo,Fuentes móviles carreteros,1.733,335.567,56.882,33.709,2.73,2.491,0.7259999999999999,Oaxaca
Oaxaca,Unión Hidalgo,Fuentes móviles que no circulan por carretera,4.111,57.378,117.137,11.776,9.771,9.478,0.036,Oaxaca
Oaxaca,Unión Hidalgo,Fuentes naturales,,,327.629,3781.843,,,,Oaxaca
Oaxaca,Valerio Trujano,Fuentes de área,0.231,66.138,1.769,35.117,8.718999999999998,7.912,16.828,Oaxaca
Oaxaca,Valerio Trujano,Fuentes móviles carreteros,0.096,18.468,3.582,1.686,0.029,0.026,0.04,Oaxaca
Oaxaca,Valerio Trujano,Fuentes móviles que no circulan por carretera,0.004,0.041,0.127,0.01,0.008,0.008,0.0,Oaxaca
Oaxaca,Valerio Trujano,Fuentes naturales,,,101.48,2746.958,,,,Oaxaca
Oaxaca,Villa Díaz Ordaz,Fuentes de área,0.984,273.552,7.901,177.16,38.625,33.227,35.734,Oaxaca
Oaxaca,Villa Díaz Ordaz,Fuentes móviles carreteros,0.69,79.777,25.581,8.303,2.434,2.234,0.166,Oaxaca
Oaxaca,Villa Díaz Ordaz,Fuentes móviles que no circulan por carretera,0.022,0.2069999999999999,0.642,0.049,0.039,0.038,0.0,Oaxaca
Oaxaca,Villa Díaz Ordaz,Fuentes naturales,,,383.671,1112.661,,,,Oaxaca
Oaxaca,Yaxe,Fuentes de área,0.6139999999999999,173.505,4.93,101.708,26.38,21.599,27.477,Oaxaca
Oaxaca,Yaxe,Fuentes móviles carreteros,0.09300000000000001,14.065,3.856,1.376,0.14,0.128,0.027,Oaxaca
Oaxaca,Yaxe,Fuentes móviles que no circulan por carretera,2.03,28.415,57.848,5.827,4.836,4.691,0.018,Oaxaca
Oaxaca,Yaxe,Fuentes naturales,,,136.833,273.679,,,,Oaxaca
Oaxaca,Magdalena Yodocono de Porfirio Díaz,Fuentes de área,0.2349999999999999,64.495,1.954,37.388,12.213,10.123,9.676,Oaxaca
Oaxaca,Magdalena Yodocono de Porfirio Díaz,Fuentes móviles carreteros,0.08,15.678,3.289,1.596,0.028,0.025,0.029,Oaxaca
Oaxaca,Magdalena Yodocono de Porfirio Díaz,Fuentes móviles que no circulan por carretera,0.008,0.077,0.2379999999999999,0.018,0.015,0.014,0.0,Oaxaca
Oaxaca,Magdalena Yodocono de Porfirio Díaz,Fuentes naturales,,,99.656,329.617,,,,Oaxaca
Oaxaca,Yogana,Fuentes de área,0.278,76.45999999999998,2.28,40.147,12.252,9.771,15.578,Oaxaca
Oaxaca,Yogana,Fuentes móviles carreteros,0.094,12.994,3.411,1.307,0.26,0.2379999999999999,0.022,Oaxaca
Oaxaca,Yogana,Fuentes móviles que no circulan por carretera,0.013,0.121,0.377,0.029,0.023,0.022,0.0,Oaxaca
Oaxaca,Yogana,Fuentes naturales,,,189.049,381.517,,,,Oaxaca
Oaxaca,Yutanduchi de Guerrero,Fuentes de área,0.271,76.55,2.399,55.837,12.021,9.587,14.41,Oaxaca
Oaxaca,Yutanduchi de Guerrero,Fuentes móviles carreteros,0.007,1.216,0.2909999999999999,0.122,0.002,0.002,0.002,Oaxaca
Oaxaca,Yutanduchi de Guerrero,Fuentes móviles que no circulan por carretera,0.011,0.104,0.324,0.025,0.02,0.019,0.0,Oaxaca
Oaxaca,Yutanduchi de Guerrero,Fuentes naturales,,,176.579,762.941,,,,Oaxaca
Oaxaca,Villa de Zaachila,Fuentes de área,2.272,642.984,21.191,573.031,95.071,80.394,156.137,Oaxaca
Oaxaca,Villa de Zaachila,Fuentes móviles carreteros,5.807,866.337,223.513,84.62099999999998,11.043,10.11,1.802,Oaxaca
Oaxaca,Villa de Zaachila,Fuentes móviles que no circulan por carretera,0.1779999999999999,1.848,14.892,0.6189999999999999,0.4309999999999999,0.395,0.001,Oaxaca
Oaxaca,Villa de Zaachila,Fuentes naturales,,,287.326,583.829,,,,Oaxaca
Oaxaca,San Mateo Yucutindoo,Fuentes de área,4.698,622.41,18.488,114.213,78.99899999999998,62.637,50.569,Oaxaca
Oaxaca,San Mateo Yucutindoo,Fuentes móviles carreteros,0.025,4.557,0.912,0.47,0.008,0.007,0.007,Oaxaca
Oaxaca,San Mateo Yucutindoo,Fuentes móviles que no circulan por carretera,0.052,0.4779999999999999,1.484,0.114,0.091,0.08799999999999998,0.0,Oaxaca
Oaxaca,San Mateo Yucutindoo,Fuentes naturales,,,361.014,1562.557,,,,Oaxaca
Oaxaca,Zapotitlán Lagunas,Fuentes de área,0.7329999999999999,177.133,5.571,81.048,35.236,25.882,34.674,Oaxaca
Oaxaca,Zapotitlán Lagunas,Fuentes móviles carreteros,0.003,0.526,0.105,0.054,0.001,0.001,0.001,Oaxaca
Oaxaca,Zapotitlán Lagunas,Fuentes móviles que no circulan por carretera,0.031,0.2879999999999999,0.895,0.069,0.055,0.053,0.0,Oaxaca
Oaxaca,Zapotitlán Lagunas,Fuentes naturales,,,631.524,5392.694,,,,Oaxaca
Oaxaca,Zapotitlán Palmas,Fuentes de área,0.2409999999999999,64.635,2.268,61.295,9.425,7.921999999999999,9.717,Oaxaca
Oaxaca,Zapotitlán Palmas,Fuentes móviles carreteros,0.151,23.71,6.472,2.25,0.155,0.1409999999999999,0.046,Oaxaca
Oaxaca,Zapotitlán Palmas,Fuentes móviles que no circulan por carretera,0.007,0.063,0.195,0.015,0.012,0.012,0.0,Oaxaca
Oaxaca,Zapotitlán Palmas,Fuentes naturales,,,129.021,372.4,,,,Oaxaca
Oaxaca,Santa Inés de Zaragoza,Fuentes de área,0.381,108.222,3.019,50.262,17.331,13.631,22.551,Oaxaca
Oaxaca,Santa Inés de Zaragoza,Fuentes móviles carreteros,0.114,20.334,4.799,1.945,0.033,0.029,0.039,Oaxaca
Oaxaca,Santa Inés de Zaragoza,Fuentes móviles que no circulan por carretera,0.018,0.163,0.507,0.039,0.031,0.03,0.0,Oaxaca
Oaxaca,Santa Inés de Zaragoza,Fuentes naturales,,,147.286,996.695,,,,Oaxaca
Oaxaca,Zimatlán de Álvarez,Fuentes de área,3.504,716.963,22.297,382.118,110.64,86.152,109.251,Oaxaca
Oaxaca,Zimatlán de Álvarez,Fuentes móviles carreteros,3.698,518.672,129.348,51.03,10.35,9.491,1.105,Oaxaca
Oaxaca,Zimatlán de Álvarez,Fuentes móviles que no circulan por carretera,0.1189999999999999,1.098,3.412,0.263,0.2089999999999999,0.202,0.001,Oaxaca
Oaxaca,Zimatlán de Álvarez,Fuentes naturales,,,151.435,298.046,,,,Oaxaca
Puebla,Acajete,Fuentes fijas,2424.366,38.683,282.029,3.075,19.11,9.284,1.083,Puebla
Puebla,Acajete,Fuentes de área,2.781,750.302,31.949,911.351,157.797,106.562,221.079,Puebla
Puebla,Acajete,Fuentes móviles carreteros,14.924,1984.24,567.05,187.436,54.18,49.722,3.237,Puebla
Puebla,Acajete,Fuentes móviles que no circulan por carretera,1.032,10.698,85.311,3.568,2.489,2.281,0.003,Puebla
Puebla,Acajete,Fuentes naturales,,,305.295,952.346,,,,Puebla
Puebla,Acateno,Fuentes de área,1.075,304.4,9.485,193.632,76.046,44.092,190.077,Puebla
Puebla,Acateno,Fuentes móviles carreteros,0.749,150.069,28.463,13.57,1.508,1.377,0.2129999999999999,Puebla
Puebla,Acateno,Fuentes móviles que no circulan por carretera,0.307,2.828,8.785,0.677,0.537,0.521,0.003,Puebla
Puebla,Acateno,Fuentes naturales,,,209.978,1236.689,,,,Puebla
Puebla,Acatlán,Fuentes de área,2.523,694.283,25.836,617.642,144.208,98.794,142.082,Puebla
Puebla,Acatlán,Fuentes móviles carreteros,15.661,2571.222,591.856,237.558,43.612,39.963,4.101,Puebla
Puebla,Acatlán,Fuentes móviles que no circulan por carretera,0.219,2.014,6.258,0.4819999999999999,0.383,0.371,0.002,Puebla
Puebla,Acatlán,Fuentes naturales,,,92.703,2220.367,,,,Puebla
Puebla,Acatzingo,Fuentes de área,2.658,743.883,28.894,813.225,145.805,100.156,203.812,Puebla
Puebla,Acatzingo,Fuentes móviles carreteros,10.294,1471.863,387.101,136.132,34.551,31.695,2.274,Puebla
Puebla,Acatzingo,Fuentes móviles que no circulan por carretera,0.34,3.133,9.733,0.75,0.5949999999999999,0.5769999999999998,0.003,Puebla
Puebla,Acatzingo,Fuentes naturales,,,351.505,1165.863,,,,Puebla
Puebla,Acteopan,Fuentes de área,0.571,152.449,6.206,148.959,42.966,23.806,33.427,Puebla
Puebla,Acteopan,Fuentes móviles carreteros,0.111,26.389,4.987,1.823,0.041,0.037,0.07499999999999998,Puebla
Puebla,Acteopan,Fuentes móviles que no circulan por carretera,0.064,0.5889999999999999,1.83,0.1409999999999999,0.112,0.109,0.001,Puebla
Puebla,Acteopan,Fuentes naturales,,,217.669,2423.914,,,,Puebla
Puebla,Ahuacatlán,Fuentes de área,2.03,586.137,16.883,331.26,79.39199999999998,69.792,132.527,Puebla
Puebla,Ahuacatlán,Fuentes móviles carreteros,0.819,109.823,31.388,10.074,2.806,2.575,0.157,Puebla
Puebla,Ahuacatlán,Fuentes móviles que no circulan por carretera,0.051,0.4689999999999999,1.458,0.112,0.08899999999999998,0.08599999999999998,0.0,Puebla
Puebla,Ahuacatlán,Fuentes naturales,,,296.306,1559.179,,,,Puebla
Puebla,Ahuatlán,Fuentes de área,0.54,152.067,4.361,85.068,30.519,20.555,39.982,Puebla
Puebla,Ahuatlán,Fuentes móviles carreteros,0.217,58.861,8.743,5.216,0.113,0.1,0.07399999999999998,Puebla
Puebla,Ahuatlán,Fuentes móviles que no circulan por carretera,0.05,0.461,1.433,0.11,0.08799999999999998,0.085,0.0,Puebla
Puebla,Ahuatlán,Fuentes naturales,,,116.396,2682.812,,,,Puebla
Puebla,Ahuazotepec,Fuentes de área,0.889,221.465,7.651,139.861,46.008,29.837,75.024,Puebla
Puebla,Ahuazotepec,Fuentes móviles carreteros,9.131,385.934,294.255,45.232,57.839,53.192,0.951,Puebla
Puebla,Ahuazotepec,Fuentes móviles que no circulan por carretera,0.182,1.8,10.986,0.535,0.389,0.3639999999999999,0.001,Puebla
Puebla,Ahuazotepec,Fuentes naturales,,,393.299,1299.924,,,,Puebla
Puebla,Ahuehuetitla,Fuentes de área,0.329,71.815,2.598,40.62,26.838,14.363,23.589,Puebla
Puebla,Ahuehuetitla,Fuentes móviles carreteros,0.916,187.275,35.58,16.631,1.489,1.358,0.2919999999999999,Puebla
Puebla,Ahuehuetitla,Fuentes móviles que no circulan por carretera,0.068,0.624,1.939,0.1489999999999999,0.1189999999999999,0.115,0.001,Puebla
Puebla,Ahuehuetitla,Fuentes naturales,,,109.275,2309.281,,,,Puebla
Puebla,Ajalpan,Fuentes de área,9.741,2554.433,86.208,1461.161,574.85,498.74,896.347,Puebla
Puebla,Ajalpan,Fuentes móviles carreteros,5.788,701.746,222.385,67.813,22.32,20.491,1.113,Puebla
Puebla,Ajalpan,Fuentes móviles que no circulan por carretera,0.28,2.578,8.006999999999998,0.6169999999999999,0.4889999999999999,0.4749999999999999,0.003,Puebla
Puebla,Ajalpan,Fuentes naturales,,,143.561,879.1649999999998,,,,Puebla
Puebla,Albino Zertuche,Fuentes de área,0.231,66.167,2.014,46.753,12.131,8.615999999999998,11.109,Puebla
Puebla,Albino Zertuche,Fuentes móviles carreteros,0.163,39.047,6.333,3.267,0.158,0.1429999999999999,0.051,Puebla
Puebla,Albino Zertuche,Fuentes móviles que no circulan por carretera,0.016,0.151,0.4689999999999999,0.036,0.029,0.028,0.0,Puebla
Puebla,Albino Zertuche,Fuentes naturales,,,13.405,943.888,,,,Puebla
Puebla,Aljojuca,Fuentes de área,0.774,142.485,5.312,90.33,41.776,22.837,113.734,Puebla
Puebla,Aljojuca,Fuentes móviles carreteros,1.357,208.15,51.572,19.954,4.655,4.269,0.3039999999999999,Puebla
Puebla,Aljojuca,Fuentes móviles que no circulan por carretera,0.129,1.183,3.675,0.2829999999999999,0.225,0.218,0.001,Puebla
Puebla,Aljojuca,Fuentes naturales,,,388.783,1292.64,,,,Puebla
Puebla,Altepexi,Fuentes de área,1.712,455.594,19.112,430.632,75.272,59.889,77.137,Puebla
Puebla,Altepexi,Fuentes móviles carreteros,2.516,457.312,96.039,40.324,6.083,5.567,0.656,Puebla
Puebla,Altepexi,Fuentes móviles que no circulan por carretera,0.396,4.121,33.55,1.388,0.965,0.883,0.001,Puebla
Puebla,Altepexi,Fuentes naturales,,,364.644,1435.21,,,,Puebla
Puebla,Amixtlán,Fuentes de área,0.71,204.694,5.935,119.782,30.238,24.971,90.462,Puebla
